gene,score,rank
CMPK1,7.4623290689921844e-06,167
CAPN2,7.4623290689921844e-06,167
AP2A1,7.4623290689921844e-06,167
AP2B1,7.4623290689921844e-06,167
AP3D1,7.4623290689921844e-06,167
RPN1,7.4623290689921844e-06,167
CLSTN1,7.4623290689921844e-06,167
CORO2B,7.4623290689921844e-06,167
RAB11FIP5,7.4623290689921844e-06,167
SEMA7A,7.4623290689921844e-06,167
GPM6A,7.4623290689921844e-06,167
ENSA,7.4623290689921844e-06,167
HNRNPLL,7.4623290689921844e-06,167
IPO9,7.4623290689921844e-06,167
NUDC,7.4623290689921844e-06,167
DPYSL3,7.4623290689921844e-06,167
RUVBL1,7.4623290689921844e-06,167
MAP1LC3A,7.4623290689921844e-06,167
WASF1,7.4623290689921844e-06,167
RPL3,7.4623290689921844e-06,167
RUVBL2,7.4623290689921844e-06,167
EXOC7,7.4623290689921844e-06,167
EXOC5,7.4623290689921844e-06,167
RAP1B,7.4623290689921844e-06,167
PSMB2,7.4623290689921844e-06,167
IDH3G,1.8655822672480461e-06,203
PPA2,1.8655822672480461e-06,203
VPS13C,1.8655822672480461e-06,203
WDFY3,1.8655822672480461e-06,203
MAP2K1,1.8655822672480461e-06,203
PPP2R5B,1.8655822672480461e-06,203
TRAPPC6B,1.8655822672480461e-06,203
PAFAH1B1,1.8655822672480461e-06,203
ACACA,1.8655822672480461e-06,203
FASN,1.8655822672480461e-06,203
ACAP2,1.8655822672480461e-06,203
GIT2,1.8655822672480461e-06,203
SH3GLB1,1.8655822672480461e-06,203
SNX6,1.8655822672480461e-06,203
MSRA,1.8655822672480461e-06,203
ACTN4,1.8655822672480461e-06,203
FLNA,1.8655822672480461e-06,203
TPM1,1.8655822672480461e-06,203
ACTR1B,1.8655822672480461e-06,203
DCTN4,1.8655822672480461e-06,203
MAPK1,1.8655822672480461e-06,203
AKAP12,1.8655822672480461e-06,203
MAP1B,1.8655822672480461e-06,203
CNDP2,1.8655822672480461e-06,203
LDHA,1.8655822672480461e-06,203
ANXA11,1.8655822672480461e-06,203
ANXA6,1.8655822672480461e-06,203
PYGB,1.8655822672480461e-06,203
AP2S1,1.8655822672480461e-06,203
AP2A2,1.8655822672480461e-06,203
AP3M2,1.8655822672480461e-06,203
AP3S1,1.8655822672480461e-06,203
APMAP,1.8655822672480461e-06,203
RRBP1,1.8655822672480461e-06,203
APP,1.8655822672480461e-06,203
DNAJC5,1.8655822672480461e-06,203
APPL1,1.8655822672480461e-06,203
PTPN23,1.8655822672480461e-06,203
CLIP2,1.8655822672480461e-06,203
NCDN,1.8655822672480461e-06,203
ASRGL1,1.8655822672480461e-06,203
HSPA4L,1.8655822672480461e-06,203
SNX4,1.8655822672480461e-06,203
CYFIP2,1.8655822672480461e-06,203
GPD1L,1.8655822672480461e-06,203
ATP1A1,1.8655822672480461e-06,203
ATP1B1,1.8655822672480461e-06,203
ATP2B4,1.8655822672480461e-06,203
NPTN,1.8655822672480461e-06,203
GRB2,1.8655822672480461e-06,203
DMXL1,1.8655822672480461e-06,203
PPP1R12B,1.8655822672480461e-06,203
C2CD2L,1.8655822672480461e-06,203
RTN1,1.8655822672480461e-06,203
PDCD5,1.8655822672480461e-06,203
RANBP1,1.8655822672480461e-06,203
HSPH1,1.8655822672480461e-06,203
PRKCSH,1.8655822672480461e-06,203
CRIP2,1.8655822672480461e-06,203
TMOD2,1.8655822672480461e-06,203
CANX,1.8655822672480461e-06,203
FAF2,1.8655822672480461e-06,203
CD47,1.8655822672480461e-06,203
CKAP5,1.8655822672480461e-06,203
CLIC4,1.8655822672480461e-06,203
PDLIM5,1.8655822672480461e-06,203
SIRT2,1.8655822672480461e-06,203
SMAP2,1.8655822672480461e-06,203
CNRIP1,1.8655822672480461e-06,203
GABARAPL2,1.8655822672480461e-06,203
NCAM1,1.8655822672480461e-06,203
CNTNAP1,1.8655822672480461e-06,203
COPB1,1.8655822672480461e-06,203
USO1,1.8655822672480461e-06,203
COPS8,1.8655822672480461e-06,203
CRMP1,1.8655822672480461e-06,203
CSDE1,1.8655822672480461e-06,203
FKBP4,1.8655822672480461e-06,203
CSE1L,1.8655822672480461e-06,203
HUWE1,1.8655822672480461e-06,203
KPNB1,1.8655822672480461e-06,203
CTNNB1,1.8655822672480461e-06,203
CTNND1,1.8655822672480461e-06,203
CYFIP1,1.8655822672480461e-06,203
NCKAP1,1.8655822672480461e-06,203
DBNL,1.8655822672480461e-06,203
ZYX,1.8655822672480461e-06,203
DNM1,1.8655822672480461e-06,203
HSPA12A,1.8655822672480461e-06,203
DNM3,1.8655822672480461e-06,203
UBQLN2,1.8655822672480461e-06,203
EIF2S1,1.8655822672480461e-06,203
ELAVL1,1.8655822672480461e-06,203
HNRNPF,1.8655822672480461e-06,203
EIF4H,1.8655822672480461e-06,203
PDAP1,1.8655822672480461e-06,203
EXOC3,1.8655822672480461e-06,203
EXOC8,1.8655822672480461e-06,203
FGB,1.8655822672480461e-06,203
FGG,1.8655822672480461e-06,203
GART,1.8655822672480461e-06,203
RAN,1.8655822672480461e-06,203
GCLM,1.8655822672480461e-06,203
TKT,1.8655822672480461e-06,203
GIT1,1.8655822672480461e-06,203
KLC2,1.8655822672480461e-06,203
RHOA,1.8655822672480461e-06,203
IDH1,1.8655822672480461e-06,203
MTHFD1,1.8655822672480461e-06,203
MAPK8IP3,1.8655822672480461e-06,203
MRPL12,1.8655822672480461e-06,203
MRPL15,1.8655822672480461e-06,203
MRPS31,1.8655822672480461e-06,203
NAE1,1.8655822672480461e-06,203
UBA3,1.8655822672480461e-06,203
NPM1,1.8655822672480461e-06,203
PCMT1,1.8655822672480461e-06,203
VTA1,1.8655822672480461e-06,203
PIK3C3,1.8655822672480461e-06,203
PIK3R4,1.8655822672480461e-06,203
PPP1R21,1.8655822672480461e-06,203
PSMB5,1.8655822672480461e-06,203
PSMB7,1.8655822672480461e-06,203
PSMD4,1.8655822672480461e-06,203
RAB3GAP1,1.8655822672480461e-06,203
RAB3GAP2,1.8655822672480461e-06,203
TRAPPC10,1.8655822672480461e-06,203
SNAP25,1.8655822672480461e-06,203
SYT1,1.8655822672480461e-06,203
SNX1,1.8655822672480461e-06,203
SNX5,1.8655822672480461e-06,203
TIMM10,1.8655822672480461e-06,203
TIMM9,1.8655822672480461e-06,203
VPS26A,1.8655822672480461e-06,203
VPS35,1.8655822672480461e-06,203
